MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1482.0,1482.0,GasA,Ex,Y,SBrkr,1482,1092,0,2574,0.0,0.0,2,1,3,1,Ex,10,Typ,1,BuiltIn,2007.0,Fin,3.0,868.0,TA,TA,Y,0,148,0,0,0,0,0,11,2007,New,Partial,276000.0
80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506.0,Unf,0.0,0.0,506.0,GasA,TA,Y,SBrkr,1212,0,0,1212,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1978.0,Unf,2.0,492.0,TA,TA,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,151000.0
50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234.0,ALQ,692.0,0.0,926.0,GasA,TA,Y,SBrkr,926,0,390,1316,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1974.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,130000.0
30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Gd,N,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1965.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,0,6,2008,WD,Normal,73000.0
20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588.0,LwQ,228.0,606.0,1422.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,1981.0,Fin,2.0,576.0,TA,TA,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,175500.0
60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714.0,Unf,0.0,88.0,802.0,GasA,Gd,Y,SBrkr,802,709,0,1511,1.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,1997.0,Fin,2.0,413.0,TA,TA,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,185000.0
75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378.0,Unf,0.0,342.0,720.0,GasA,Ex,Y,SBrkr,1052,720,420,2192,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,262,24,0,0,0,0,0,7,2008,WD,Normal,179500.0
30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,0,2,2008,WD,Normal,120500.0
20,RL,68.0,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113,0,0,1113,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148000.0
60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1095.0,1095.0,GasA,Gd,Y,SBrkr,1095,844,0,1939,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,3.0,1053.0,TA,TA,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266000.0
20,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,Y,SBrkr,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,5,Mod,2,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241500.0
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290000.0
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,Y,SBrkr,1632,0,0,1632,1.0,0.0,2,0,3,1,TA,6,Min1,1,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,139000.0
20,RL,76.0,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,Unf,0.0,270.0,816.0,GasA,TA,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,124500.0
50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasW,Gd,N,SBrkr,952,596,0,1548,0.0,0.0,2,1,3,1,Ex,5,Typ,0,Detchd,1978.0,Unf,2.0,672.0,TA,TA,Y,74,0,0,0,144,0,0,10,2009,WD,Normal,205000.0
20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,0,0,0,4,2010,WD,Normal,201000.0
20,RL,140.0,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,141000.0
20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2121.0,2121.0,GasA,Ex,Y,SBrkr,2121,0,0,2121,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3.0,732.0,TA,TA,Y,124,98,0,0,142,0,0,5,2007,New,Partial,415298.0
60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,Ex,Y,SBrkr,1156,866,0,2022,0.0,0.0,2,1,4,1,TA,8,Typ,1,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288,117,0,0,0,0,0,3,2008,WD,Normal,192000.0
60,RL,82.0,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0.0,386.0,807.0,GasA,Gd,Y,SBrkr,1175,807,0,1982,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1989.0,Fin,2.0,575.0,TA,TA,Y,0,84,0,196,0,0,0,1,2007,WD,Normal,228500.0
20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905.0,Unf,0.0,357.0,1262.0,GasA,Gd,Y,SBrkr,1262,0,0,1262,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2006.0,Fin,2.0,572.0,TA,TA,Y,0,120,0,0,0,0,0,5,2006,New,Partial,185000.0
120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,GasA,Ex,Y,SBrkr,1314,0,0,1314,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,0,4,2009,ConLw,Normal,207500.0
20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,210,150,0,0,0,0,0,12,2009,New,Partial,244600.0
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0,0,52,0,0,0,0,7,2007,WD,Normal,179200.0
160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,0,0,0,6,2007,New,Partial,164700.0
50,RL,77.0,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,312.0,912.0,GasA,TA,Y,SBrkr,1085,649,0,1734,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Attchd,1962.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,128,0,0,6,2006,WD,Normal,159000.0
20,RL,68.0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,122000.0
70,RL,60.0,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,FuseA,698,698,0,1396,0.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,2003.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,259,0,0,7,2007,WD,Normal,153575.0
60,RL,120.0,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079,840,0,1919,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0,51,0,0,0,0,0,7,2006,New,Partial,233230.0
50,RL,60.0,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Y,SBrkr,1148,568,0,1716,0.0,0.0,1,1,3,1,TA,8,Min2,1,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0,0,0,0,160,0,0,1,2009,WD,Normal,131000.0
60,RL,68.0,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0.0,0.0,795.0,GasA,Fa,Y,SBrkr,1468,795,0,2263,1.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,1977.0,Fin,2.0,539.0,TA,TA,Y,0,250,0,0,0,0,0,3,2006,WD,Normal,235000.0
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,0.0,131.0,1416.0,GasA,TA,Y,SBrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,TA,7,Typ,2,Attchd,1953.0,Fin,2.0,418.0,TA,TA,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,167000.0
80,RL,37.0,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819.0,Unf,0.0,184.0,1003.0,GasA,TA,Y,SBrkr,1003,0,0,1003,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1984.0,Unf,2.0,588.0,TA,TA,Y,120,0,0,0,0,0,0,3,2006,WD,Normal,142500.0
50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,0.0,490.0,910.0,GasA,TA,Y,FuseA,910,648,0,1558,0.0,0.0,1,1,4,1,TA,6,Typ,0,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,0,0,6,2007,WD,Normal,152000.0
60,FV,66.0,7399,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649.0,Unf,0.0,326.0,975.0,GasA,Ex,Y,SBrkr,975,975,0,1950,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Detchd,1997.0,RFn,2.0,576.0,TA,TA,Y,0,10,0,0,198,0,0,6,2007,WD,Normal,239000.0
60,RL,90.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,175.0,143.0,702.0,GasA,Gd,Y,SBrkr,1041,702,0,1743,0.0,1.0,1,2,3,1,TA,7,Typ,1,Attchd,1968.0,Unf,2.0,539.0,TA,TA,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,175000.0
20,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1152,0,0,1152,0.0,1.0,1,0,3,1,Gd,6,Typ,1,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD,Family,158500.0
190,RL,90.0,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,Y,SBrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,TA,5,Typ,2,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,157000.0
60,RL,66.0,16226,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0.0,747.0,1028.0,GasA,Ex,Y,SBrkr,1210,1242,0,2452,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,267000.0
20,RL,118.0,13704,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468,81,0,0,0,0,0,1,2006,WD,Normal,205000.0
20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,0,7,2006,WD,Abnorml,149900.0
75,RM,87.0,18386,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1470.0,1470.0,GasA,Ex,Y,SBrkr,1675,1818,0,3493,0.0,0.0,3,0,3,1,Gd,10,Typ,1,Attchd,2003.0,Unf,3.0,870.0,TA,TA,Y,302,0,0,0,0,0,0,5,2008,WD,Normal,295000.0
20,RL,80.0,10386,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0.0,536.0,2000.0,GasA,Ex,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,0,3,1,Gd,8,Typ,0,Attchd,2004.0,Fin,3.0,888.0,TA,TA,Y,168,0,0,0,0,0,0,7,2007,WD,Normal,305900.0
60,RL,116.0,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700.0,Unf,0.0,0.0,700.0,GasA,Gd,Y,SBrkr,1122,1121,0,2243,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1990.0,RFn,3.0,746.0,TA,TA,Y,127,44,224,0,0,0,0,6,2007,WD,Normal,225000.0
30,RL,68.0,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,1,1,TA,4,Typ,0,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,158,0,0,0,0,0,0,3,2009,WD,Normal,82500.0
20,RL,90.0,12378,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,GasA,Ex,Y,SBrkr,1944,0,0,1944,1.0,0.0,2,0,3,1,Ex,8,Typ,3,Attchd,2003.0,Fin,3.0,708.0,TA,TA,Y,208,175,0,0,0,0,0,11,2006,WD,Normal,360000.0
60,RL,68.0,7685,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518.0,Unf,0.0,179.0,697.0,GasA,Gd,Y,SBrkr,697,804,0,1501,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Attchd,1993.0,Fin,2.0,420.0,TA,TA,Y,190,63,0,0,0,0,0,5,2006,WD,Normal,165600.0
20,RL,50.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,132000.0
190,RM,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,271,0,0,5,2006,WD,Normal,119900.0
20,RL,150.0,215245,Pave,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,Rec,820.0,80.0,2136.0,GasW,TA,Y,SBrkr,2036,0,0,2036,2.0,0.0,2,0,3,1,TA,8,Typ,2,Attchd,1965.0,RFn,2.0,513.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,375000.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,Ex,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,Ex,6,Typ,1,Detchd,1925.0,Unf,2.0,546.0,Fa,TA,Y,0,0,234,0,0,0,0,8,2006,WD,Normal,178000.0
