MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_N,CentralAir_Y,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y
4,57.0,6876,1,0,4,9,2,2,4,6,5,1927,1950,1,0,6,7,0.0,4,1,1,522.0,5,198.0,720.0,0,1,3,1146,784,1930,1.0,2,0,4,1,8,5,0,1,1927.0,1.0,316.0,3,4,0,0,213,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,68.0,5775,1,0,0,17,1,2,4,6,7,1915,2002,1,0,9,10,0.0,4,0,5,0.0,5,483.0,483.0,0,0,3,741,686,1427,0.0,1,0,3,1,7,5,0,1,1915.0,1.0,379.0,3,4,0,24,112,8,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
4,60.0,5160,1,0,0,9,2,2,0,6,6,1927,1950,1,0,5,6,0.0,1,0,5,0.0,5,1204.0,1204.0,0,4,0,1204,462,1666,0.0,1,0,3,1,4,5,0,5,1927.0,1.0,384.0,0,4,0,0,148,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,10320,1,0,4,9,0,2,4,6,7,1915,1965,1,0,5,6,0.0,2,1,4,276.0,0,160.0,698.0,0,0,1,754,649,1403,1.0,1,1,3,1,7,5,0,5,1915.0,1.0,308.0,3,4,0,0,288,8,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,50.0,4280,1,0,4,19,2,2,2,4,9,1946,2001,1,0,5,6,0.0,2,1,5,0.0,5,560.0,560.0,0,0,0,704,0,704,0.0,1,0,2,1,4,5,0,4,1946.0,1.0,220.0,3,4,0,0,24,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
3,68.0,10547,1,0,4,7,2,2,5,5,5,1978,1978,1,0,6,7,0.0,4,2,2,1152.0,5,0.0,1152.0,0,4,3,1152,0,1152,2.0,2,0,2,2,6,5,0,5,1960.0,1.0,252.0,3,1,0,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
3,60.0,9780,1,0,4,7,2,2,0,5,3,1934,1950,1,0,5,6,0.0,4,2,5,0.0,5,585.0,585.0,0,4,0,687,425,1112,1.0,2,0,4,1,6,5,0,5,1934.0,1.0,226.0,2,3,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
3,75.0,11625,1,0,4,19,2,2,2,5,6,1967,1967,3,0,4,4,172.0,4,1,1,527.0,5,525.0,1052.0,0,4,3,1052,0,1052,0.0,1,1,3,1,6,5,1,1,1984.0,1.0,668.0,3,4,0,215,0,8,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,8014,1,0,1,19,2,2,5,6,5,1978,1978,1,0,6,4,23.0,4,1,2,456.0,5,0.0,456.0,0,4,3,1034,0,1034,0.0,1,0,3,1,5,5,1,2,1978.0,2.0,504.0,3,4,0,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,88.0,15400,1,0,4,19,2,2,6,5,5,1961,1961,3,0,4,4,0.0,4,1,5,0.0,5,552.0,552.0,0,4,3,904,611,1774,0.0,2,0,4,1,8,5,1,1,1961.0,1.0,384.0,3,4,290,40,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,88.0,15312,1,0,4,19,2,2,6,6,5,1960,1960,3,0,9,10,54.0,4,1,1,588.0,5,550.0,1138.0,0,0,3,1138,0,1138,0.0,1,0,3,1,6,5,1,1,1960.0,2.0,480.0,3,4,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,15584,1,0,4,4,2,2,6,5,5,1956,1956,3,0,9,10,366.0,4,1,5,0.0,5,825.0,825.0,0,0,3,2071,0,2071,0.0,1,1,4,1,9,5,1,1,1956.0,1.0,336.0,3,4,131,28,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,9571,1,0,4,7,2,2,2,5,5,1956,1956,3,0,5,6,0.0,4,1,4,257.0,5,816.0,1073.0,0,4,0,1073,0,1073,1.0,1,0,2,1,5,5,0,1,1956.0,1.0,340.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,50.0,9350,1,0,4,7,2,2,4,6,7,1946,1950,3,0,5,6,0.0,4,1,1,342.0,5,405.0,747.0,0,0,3,892,747,1639,0.0,1,1,3,1,6,5,1,5,1946.0,1.0,240.0,3,4,0,50,0,8,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,62.0,7440,1,0,4,7,2,2,2,5,6,1954,1954,1,0,9,10,0.0,4,1,1,173.0,5,916.0,1089.0,1,4,3,1089,0,1089,1.0,1,0,3,1,5,5,1,5,1954.0,1.0,252.0,3,4,328,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
3,42.0,4235,1,0,4,7,2,2,2,5,5,1984,1984,1,0,4,4,149.0,4,1,2,552.0,0,104.0,1049.0,0,4,3,1049,0,1049,1.0,2,0,2,1,5,5,0,1,1984.0,1.0,266.0,3,4,0,105,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
3,74.0,10778,1,0,4,20,1,2,6,7,6,1990,1991,1,0,4,4,0.0,4,2,2,460.0,0,308.0,1054.0,0,2,3,1061,0,1061,1.0,1,1,1,1,4,5,0,1,1990.0,2.0,462.0,3,4,114,36,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,66.0,19255,1,0,4,20,2,2,6,6,5,1983,1983,1,0,9,10,100.0,4,1,4,70.0,2,0.0,520.0,0,2,3,1338,0,1338,0.0,1,1,2,1,5,3,1,1,1983.0,2.0,576.0,3,4,0,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,85.0,10560,1,0,0,20,2,2,4,7,5,1993,1994,1,0,8,9,0.0,2,2,2,474.0,5,605.0,1079.0,0,0,3,1079,800,1879,1.0,2,1,3,1,8,5,1,1,1993.0,2.0,473.0,3,4,400,100,144,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,64.0,7040,1,0,4,20,1,2,5,5,5,1979,1979,1,0,6,7,216.0,4,1,2,1094.0,5,0.0,1094.0,0,4,3,1229,0,1229,2.0,0,2,2,2,6,5,2,5,1979.0,2.0,672.0,3,4,120,0,0,8,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,68.0,11855,1,0,4,20,2,2,4,7,5,2000,2000,3,0,8,9,23.0,4,2,2,820.0,5,348.0,1168.0,0,0,3,1168,1619,2787,2.0,4,2,6,2,8,5,2,3,2000.0,4.0,820.0,3,4,312,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,7939,1,0,4,20,1,2,4,7,5,2000,2000,3,0,8,9,23.0,4,2,2,820.0,5,348.0,1168.0,0,0,3,1168,1619,2787,2.0,4,2,6,2,8,5,2,3,2000.0,4.0,820.0,3,4,312,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,7976,1,0,4,20,1,2,4,7,5,2000,2000,3,0,8,9,23.0,4,2,2,820.0,5,348.0,1168.0,0,0,3,1168,1619,2787,2.0,4,2,6,2,8,5,2,3,2000.0,4.0,820.0,3,4,312,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,84.0,10933,1,0,4,5,2,2,2,9,5,2009,2009,3,0,8,9,242.0,4,2,2,1021.0,5,534.0,1555.0,0,0,3,1680,0,1680,1.0,1,1,1,1,8,5,1,1,2009.0,3.0,1138.0,3,4,185,24,0,6,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
3,65.0,10816,1,0,4,5,2,2,2,9,5,2008,2008,1,0,8,9,364.0,4,2,2,1104.0,5,616.0,1720.0,0,0,3,1720,0,1720,1.0,2,0,3,1,8,5,1,1,2008.0,3.0,846.0,3,4,208,104,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
3,71.0,9178,1,0,4,5,2,2,2,8,5,2008,2008,1,0,8,9,0.0,4,2,5,0.0,5,1468.0,1468.0,0,0,3,1468,0,1468,0.0,2,0,3,1,6,5,1,1,2008.0,3.0,904.0,3,4,192,142,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,77.0,11422,1,0,4,5,2,2,2,8,5,2007,2008,3,0,8,9,352.0,4,2,2,1359.0,5,479.0,1838.0,0,0,3,1838,0,1838,1.0,2,0,3,1,7,5,2,1,2007.0,2.0,524.0,3,4,154,222,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,64.0,6762,1,0,4,5,2,2,2,7,5,2007,2007,1,0,8,9,0.0,4,2,2,902.0,5,380.0,1282.0,0,0,3,1290,0,1290,1.0,2,0,2,1,6,5,1,1,2007.0,2.0,662.0,3,4,168,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,95.0,10324,1,0,0,5,2,2,2,8,5,2008,2008,1,0,8,9,140.0,4,2,2,872.0,5,382.0,1254.0,0,0,3,1254,0,1254,1.0,2,0,2,1,5,5,0,1,2008.0,3.0,810.0,3,4,168,92,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,78.0,11645,1,0,4,5,2,2,2,8,5,2005,2006,1,0,8,9,76.0,4,2,2,24.0,5,1474.0,1498.0,0,0,3,1498,0,1498,0.0,2,0,3,1,7,5,1,1,2005.0,3.0,844.0,3,4,144,98,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,79.0,11646,1,0,4,5,2,2,4,6,5,2005,2006,1,0,8,9,0.0,4,2,5,0.0,5,704.0,704.0,0,0,3,704,718,1422,0.0,2,1,3,1,7,5,1,1,2005.0,2.0,440.0,3,4,36,28,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,16698,1,0,1,4,2,2,4,7,5,1992,1993,1,0,8,9,0.0,4,2,2,800.0,5,649.0,1449.0,0,2,3,944,815,1759,1.0,2,1,3,1,7,5,1,1,1992.0,2.0,525.0,3,4,150,193,0,8,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,65.0,9757,1,0,4,5,2,2,2,5,7,1994,1994,1,0,8,9,0.0,2,2,0,755.0,5,235.0,990.0,0,0,3,990,0,990,1.0,1,0,3,1,5,5,0,1,1995.0,1.0,440.0,3,4,66,0,0,8,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,65.0,14753,1,0,4,5,4,2,2,7,5,1998,1998,1,0,8,9,0.0,4,2,2,950.0,5,513.0,1463.0,0,0,3,1463,0,1463,1.0,2,0,3,1,5,5,0,1,1998.0,2.0,539.0,3,4,0,81,0,8,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3,70.0,8750,1,0,4,5,2,2,4,6,5,1998,1998,1,0,8,9,120.0,4,2,2,606.0,5,322.0,928.0,0,0,3,928,844,1772,1.0,2,1,3,1,7,5,1,1,1998.0,2.0,492.0,3,4,150,96,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,65.0,10739,1,0,4,5,2,2,2,7,5,2002,2001,1,0,8,9,68.0,4,2,2,1259.0,5,172.0,1431.0,0,0,3,1444,0,1444,1.0,2,0,3,1,6,5,0,1,2002.0,2.0,577.0,3,4,144,40,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,75.0,11166,1,0,4,5,2,2,2,7,5,2001,2001,1,0,8,9,180.0,4,2,2,24.0,5,1468.0,1492.0,0,0,3,1492,0,1492,0.0,2,0,3,1,6,5,1,1,2001.0,2.0,608.0,3,4,0,114,0,8,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,16269,1,0,1,5,2,2,2,5,5,1978,1978,1,0,5,6,76.0,4,0,2,625.0,5,282.0,907.0,0,4,3,907,0,907,0.0,1,0,3,1,5,5,0,1,1978.0,1.0,343.0,3,4,72,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,76.0,6950,1,0,4,5,2,2,2,5,7,1979,1979,1,0,4,4,40.0,4,1,0,710.0,1,132.0,914.0,0,4,3,914,0,914,1.0,1,0,2,1,5,5,0,1,1979.0,2.0,444.0,3,4,0,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,90.0,11664,1,0,0,5,2,2,2,7,5,2002,2002,3,0,8,9,0.0,4,2,2,1234.0,5,335.0,1569.0,0,0,3,1611,0,1611,1.0,2,0,3,1,6,5,0,1,2002.0,3.0,1231.0,3,4,262,93,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,12334,1,0,4,5,2,2,4,8,5,2003,2003,1,0,8,9,198.0,4,2,5,0.0,5,1068.0,1068.0,0,0,3,1068,1116,2184,0.0,2,1,4,1,8,5,1,3,2003.0,2.0,570.0,3,4,192,132,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,11250,1,0,0,5,2,2,4,7,5,2001,2001,1,0,8,9,0.0,4,2,5,0.0,5,944.0,944.0,0,0,3,944,926,1870,0.0,2,1,3,1,6,5,0,1,2001.0,2.0,608.0,3,4,256,43,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,90.0,15750,1,0,3,5,1,2,2,8,5,1999,2000,1,0,8,9,260.0,4,2,2,1246.0,5,216.0,1462.0,0,0,3,1513,0,1513,1.0,2,0,2,1,5,5,1,1,1999.0,2.0,521.0,3,4,135,34,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,12782,1,0,4,5,2,2,2,8,5,2002,2003,3,0,4,4,164.0,4,2,2,1360.0,5,462.0,1822.0,0,0,3,1828,0,1828,1.0,2,0,3,1,7,5,1,1,2002.0,2.0,523.0,3,4,194,144,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,70.0,8750,1,0,4,5,2,2,2,7,5,1997,1998,1,0,8,9,209.0,4,2,2,1111.0,5,306.0,1417.0,0,0,3,1417,0,1417,1.0,2,0,3,1,7,5,1,1,1997.0,2.0,511.0,3,4,60,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,85.0,10200,1,0,4,5,2,2,2,8,5,2007,2007,1,0,8,9,180.0,4,2,2,1478.0,5,100.0,1578.0,0,0,3,1602,0,1602,1.0,2,0,3,1,7,5,1,1,2007.0,3.0,810.0,3,4,0,48,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,85.0,11069,1,0,0,5,2,2,4,6,5,2007,2007,1,0,8,9,0.0,4,2,5,0.0,5,608.0,608.0,0,0,3,608,788,1396,0.0,2,1,3,1,6,5,1,3,2007.0,2.0,440.0,3,4,100,36,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,80.0,10682,1,0,4,7,2,2,2,4,6,1960,1971,1,0,4,4,0.0,4,1,2,399.0,5,615.0,1014.0,0,4,3,1149,0,1149,1.0,1,0,3,1,7,2,0,0,1968.0,1.0,544.0,3,4,0,240,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
4,35.0,3675,1,0,4,7,2,2,5,6,5,2005,2006,1,0,8,9,80.0,4,4,2,547.0,5,0.0,547.0,0,2,3,1072,0,1072,1.0,1,0,2,1,5,5,0,2,2005.0,2.0,525.0,3,4,0,28,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,64.0,6410,1,0,4,7,2,2,2,4,5,1959,1959,1,0,0,0,0.0,4,1,3,332.0,4,301.0,876.0,0,4,0,876,0,876,0.0,1,0,3,1,5,5,0,5,1959.0,1.0,320.0,3,4,0,0,0,8,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,70.0,11767,1,0,4,7,2,2,2,5,5,1950,1950,1,0,5,6,0.0,4,1,4,1078.0,5,0.0,1078.0,0,4,0,1368,0,1368,1.0,1,0,3,1,6,2,0,1,1950.0,1.0,195.0,3,4,0,41,211,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3,70.0,11767,1,0,4,7,2,2,2,5,5,1956,1956,3,0,4,4,259.0,4,1,4,546.0,5,604.0,1150.0,0,0,3,1560,0,1560,0.0,1,0,2,1,7,2,1,1,1956.0,1.0,313.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,45.0,8212,1,0,4,7,2,2,0,5,6,1941,1950,1,0,9,10,0.0,4,1,4,626.0,5,94.0,720.0,0,0,3,854,444,1298,0.0,1,0,3,1,6,5,2,5,1940.0,1.0,256.0,3,4,84,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
2,70.0,6300,1,0,0,18,2,2,0,5,4,1938,1950,1,0,5,6,88.0,4,2,3,832.0,5,0.0,832.0,0,4,3,832,436,1268,0.0,1,1,3,1,7,5,2,2,1938.0,1.0,250.0,3,4,0,0,55,8,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,43.0,5707,1,0,4,18,1,2,4,6,6,1935,1950,1,0,9,10,0.0,4,0,5,0.0,5,583.0,583.0,0,2,1,647,595,1242,0.0,1,1,3,1,6,5,1,5,1926.0,1.0,180.0,0,4,329,96,0,8,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,64.0,8574,1,0,4,6,2,2,2,6,8,1916,2000,1,0,7,8,0.0,4,0,5,0.0,5,816.0,816.0,0,0,3,1232,0,1232,0.0,1,0,3,1,6,5,1,5,1916.0,2.0,440.0,3,4,0,0,180,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,53.0,7155,1,0,4,6,2,2,4,7,8,1918,1990,2,0,9,10,0.0,4,0,5,0.0,5,600.0,600.0,0,0,3,628,600,1228,0.0,1,0,3,1,6,5,1,5,1918.0,1.0,215.0,0,4,0,113,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,13680,1,0,4,6,2,2,0,5,6,1940,1950,1,0,9,10,0.0,4,1,0,728.0,5,112.0,840.0,0,0,3,840,727,1567,1.0,1,1,2,1,6,3,2,5,1961.0,2.0,440.0,3,4,0,21,150,8,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,80.0,14680,1,0,4,6,2,2,2,5,4,1960,1960,1,0,5,6,0.0,4,1,4,793.0,5,480.0,1273.0,0,0,3,1273,0,1273,0.0,1,0,2,1,5,5,0,1,1960.0,1.0,307.0,3,4,483,0,0,8,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
