MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_N,CentralAir_Y,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y
4,59.0,8198,1,0,3,16,2,2,2,7,2004,2004,1,1,12,13,146.0,4,2,2,720.0,5,638.0,1358.0,1,0,4,1358,0,1358,1.0,2,0,2,1,6,6,1,1,2004.0,2.0,484.0,4,4,192,30,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,59.0,9042,1,0,4,8,2,2,5,6,1998,1998,1,1,12,13,0.0,4,2,2,828.0,5,115.0,943.0,1,2,4,943,695,1638,1.0,2,1,3,1,7,6,2,1,1998.0,2.0,472.0,4,4,100,38,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,164660,0,0,0,23,2,2,0,5,1965,1965,1,1,9,10,0.0,4,1,0,1249.0,1,103.0,1499.0,1,0,4,1619,167,1786,2.0,2,0,3,1,7,6,2,1,1965.0,2.0,529.0,4,4,670,0,0,8,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,86.0,14157,1,0,0,22,2,2,2,9,2005,2006,3,1,12,13,200.0,4,2,2,1249.0,5,673.0,1922.0,1,0,4,1922,0,1922,1.0,2,0,3,1,8,6,1,1,2005.0,3.0,676.0,4,4,178,51,0,8,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,70.0,9135,1,0,4,5,2,2,2,7,2002,2003,1,1,12,13,113.0,4,2,2,810.0,5,726.0,1536.0,1,0,4,1536,0,1536,1.0,2,0,3,1,7,6,0,1,2002.0,2.0,532.0,4,4,192,74,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,91.0,14145,1,0,0,14,2,2,2,7,1984,1998,1,1,13,14,0.0,4,1,0,213.0,5,995.0,1208.0,1,0,4,1621,0,1621,1.0,2,0,3,1,8,6,0,1,1984.0,2.0,440.0,4,4,108,45,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3,66.0,12400,1,0,4,12,1,2,2,6,1958,1998,3,1,13,14,176.0,4,1,4,585.0,5,630.0,1215.0,1,4,0,1215,0,1215,0.0,1,0,3,1,6,6,0,1,1958.0,1.0,297.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,85.0,14191,1,0,4,23,2,2,5,8,2002,2002,1,1,12,13,0.0,4,2,5,0.0,5,967.0,967.0,1,0,4,993,915,1908,0.0,2,1,4,1,9,6,0,1,2002.0,2.0,431.0,4,4,135,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
2,60.0,8400,1,0,4,20,1,2,2,4,1950,1950,1,1,13,0,0.0,1,1,5,0.0,5,721.0,721.0,1,2,4,841,0,841,0.0,1,0,2,1,4,6,0,4,1950.0,1.0,294.0,4,4,250,0,24,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
3,68.0,8544,1,0,4,12,2,2,2,3,1949,1950,1,1,11,12,340.0,4,3,5,0.0,5,0.0,0.0,5,1,0,1040,0,1040,0.0,2,0,2,2,6,6,0,5,1949.0,2.0,400.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
3,63.0,8849,1,0,4,16,2,2,2,9,2005,2005,3,1,8,8,616.0,4,2,2,28.0,5,1656.0,1684.0,1,0,4,1684,0,1684,0.0,2,0,2,1,6,6,1,1,2005.0,2.0,564.0,4,4,495,72,0,8,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
4,36.0,2592,1,0,4,10,2,2,5,5,1976,1976,1,1,5,5,0.0,4,1,4,129.0,1,175.0,536.0,1,4,4,536,576,1112,0.0,1,1,3,1,4,6,0,1,1976.0,1.0,336.0,4,4,182,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,65.0,6435,1,0,4,3,6,2,0,6,1939,1950,1,1,8,8,0.0,4,0,5,0.0,5,972.0,972.0,1,2,4,972,605,1577,0.0,1,0,3,1,6,6,1,5,1939.0,1.0,312.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
3,68.0,12772,1,0,1,12,2,2,2,6,1960,1998,3,1,8,8,0.0,2,1,1,498.0,5,460.0,958.0,1,4,4,958,0,958,0.0,1,0,2,1,5,6,0,1,1960.0,1.0,301.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,17600,1,0,4,12,2,2,2,6,1960,1960,1,1,13,14,30.0,4,1,1,1270.0,5,208.0,1478.0,1,0,0,1478,0,1478,1.0,2,0,3,1,6,6,2,1,1960.0,2.0,498.0,4,4,0,40,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,36.0,2448,1,0,4,16,2,2,5,7,2003,2004,1,1,12,15,106.0,4,2,2,573.0,5,191.0,764.0,1,0,4,764,862,1626,1.0,2,1,2,1,6,6,0,3,2003.0,2.0,474.0,4,4,0,27,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,56.0,20431,1,0,4,16,2,2,5,9,2005,2006,3,1,5,5,870.0,4,2,2,1410.0,5,438.0,1848.0,1,0,4,1848,880,2728,1.0,2,1,4,1,10,6,2,1,2006.0,3.0,706.0,4,4,0,0,0,6,5,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
3,68.0,7820,1,0,4,16,2,2,2,9,2007,2007,3,1,8,8,362.0,4,2,5,0.0,5,1869.0,1869.0,1,0,4,1869,0,1869,0.0,2,0,2,1,6,6,1,1,2007.0,2.0,617.0,4,4,210,54,0,6,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
3,68.0,5271,1,0,4,4,2,2,2,7,1986,1986,1,1,13,14,0.0,4,2,2,1082.0,5,371.0,1453.0,1,2,4,1453,0,1453,1.0,1,1,2,1,6,6,1,1,1986.0,2.0,445.0,4,4,0,80,0,8,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,60.0,9084,1,0,4,7,0,2,0,5,1941,1950,1,1,12,13,0.0,4,1,3,236.0,4,0.0,616.0,1,4,4,616,495,1111,0.0,1,0,3,1,5,6,0,5,1941.0,1.0,200.0,4,1,48,0,0,5,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
4,60.0,8520,1,0,4,17,2,2,2,6,1928,2003,1,1,12,13,0.0,2,0,5,0.0,5,624.0,624.0,1,2,4,720,0,720,0.0,1,0,2,1,5,6,0,5,2005.0,2.0,484.0,4,4,106,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,8400,1,0,4,18,2,2,0,6,1940,2000,1,1,13,8,0.0,4,1,3,388.0,5,552.0,940.0,1,0,4,1192,403,1595,0.0,1,0,2,1,6,6,2,1,1940.0,1.0,240.0,4,4,0,0,108,8,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,105.0,11249,1,0,4,5,2,2,2,6,1995,1995,1,1,12,13,0.0,2,2,0,334.0,1,322.0,1200.0,1,0,4,1200,0,1200,1.0,2,0,3,1,6,6,0,1,1995.0,2.0,521.0,4,4,0,26,0,8,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,9248,1,0,4,8,2,2,2,6,1992,1992,1,1,6,6,106.0,4,2,2,560.0,5,598.0,1158.0,1,2,4,1167,0,1167,1.0,2,0,3,1,6,6,0,1,1992.0,2.0,400.0,4,4,120,26,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,44.0,4224,1,0,4,10,2,2,2,5,1976,1976,1,1,5,5,0.0,4,2,0,874.0,5,268.0,1142.0,1,4,4,1142,0,1142,1.0,1,1,3,1,6,6,1,1,1976.0,2.0,528.0,4,4,536,90,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,92.0,6930,1,0,4,4,2,2,7,5,1958,1958,3,1,13,7,120.0,4,1,1,300.0,4,468.0,1062.0,1,0,1,1352,0,1352,0.0,1,0,3,1,6,3,0,3,1958.0,1.0,288.0,4,4,168,0,294,8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,78.0,12011,1,0,1,15,2,2,5,8,1998,1998,1,1,12,13,530.0,4,2,2,956.0,5,130.0,1086.0,1,0,4,1086,838,1924,1.0,2,1,3,1,7,6,1,1,1998.0,2.0,592.0,4,4,208,75,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,7540,1,0,1,11,2,2,6,6,1978,1978,1,1,12,13,0.0,4,1,2,773.0,5,115.0,888.0,1,0,4,912,0,912,1.0,1,0,2,1,5,6,1,1,1978.0,2.0,470.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,9144,1,0,4,3,2,2,0,5,1940,1982,1,1,8,8,0.0,4,1,4,399.0,5,484.0,883.0,1,2,4,988,517,1505,1.0,1,0,3,1,8,6,0,5,1940.0,1.0,240.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
3,64.0,7301,1,0,0,7,2,2,6,7,2003,2003,1,1,6,6,500.0,4,3,5,0.0,5,0.0,0.0,1,0,4,495,1427,1922,0.0,3,0,4,1,7,6,1,3,2003.0,2.0,672.0,4,4,0,0,177,3,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,21.0,1680,1,0,4,2,2,2,5,6,1972,2007,1,1,6,6,510.0,4,1,0,162.0,5,321.0,483.0,1,2,4,483,504,987,0.0,1,1,2,1,5,6,0,5,1972.0,1.0,264.0,4,4,250,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,68.0,18800,1,0,2,14,2,2,5,6,1976,1976,1,1,6,6,120.0,4,2,2,712.0,5,84.0,796.0,1,4,4,790,784,1574,1.0,2,1,3,1,6,6,1,1,1976.0,2.0,566.0,4,4,306,111,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
4,59.0,10690,1,0,4,9,2,2,5,5,1920,1997,3,1,12,13,0.0,2,1,4,456.0,5,216.0,672.0,1,2,0,672,672,1344,0.0,1,0,3,1,6,6,0,5,1964.0,1.0,468.0,4,1,0,128,218,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,9500,1,0,4,12,2,2,2,6,1963,1963,1,1,9,10,247.0,4,1,1,609.0,5,785.0,1394.0,1,2,4,1394,0,1394,1.0,1,1,3,1,6,6,2,1,1963.0,2.0,514.0,4,4,0,76,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,101.0,9150,1,0,0,12,2,2,7,6,1962,1962,1,5,9,10,305.0,4,1,2,371.0,5,728.0,1099.0,1,2,4,1431,0,1431,0.0,1,0,3,1,6,6,1,2,1962.0,1.0,296.0,4,4,64,110,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,78.0,7800,1,0,4,12,2,2,2,5,1954,1954,1,1,6,6,200.0,4,2,3,540.0,5,728.0,1268.0,1,2,4,1268,0,1268,0.0,1,0,2,1,7,6,1,1,1954.0,1.0,244.0,4,4,0,98,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,9830,1,0,0,12,2,2,2,5,1959,2006,1,1,13,14,0.0,2,1,0,72.0,4,733.0,1063.0,1,0,4,1287,0,1287,1.0,1,0,3,1,7,6,1,5,1997.0,2.0,576.0,4,4,364,17,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,8121,1,0,4,8,2,2,5,6,2000,2000,1,1,12,13,0.0,4,2,5,0.0,5,953.0,953.0,1,0,4,953,711,1664,0.0,2,1,3,1,7,6,1,1,2000.0,2.0,460.0,4,4,100,40,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,80.0,17120,1,0,4,4,1,2,0,4,1959,1959,1,1,14,10,0.0,4,1,5,0.0,5,0.0,0.0,1,4,4,1120,468,1588,0.0,2,0,4,1,7,3,1,5,1991.0,2.0,680.0,4,4,0,59,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
3,50.0,7175,1,0,4,20,2,2,2,6,1984,1984,1,1,9,10,0.0,4,1,0,623.0,3,0.0,744.0,1,4,4,752,0,752,1.0,1,0,2,1,4,6,0,1,1984.0,1.0,264.0,4,4,353,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,79.0,10634,1,0,4,12,2,2,2,5,1953,1953,1,1,8,8,0.0,4,2,1,428.0,3,0.0,608.0,1,4,4,1319,0,1319,1.0,1,0,3,1,5,3,0,1,1953.0,1.0,270.0,4,4,66,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,65.0,8200,1,0,4,5,2,2,5,7,2003,2004,1,1,12,13,0.0,4,2,5,0.0,5,847.0,847.0,1,0,4,847,1081,1928,0.0,2,1,4,1,8,6,1,3,2003.0,2.0,434.0,4,4,100,48,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,10020,1,0,4,7,2,2,2,1,1922,1950,1,1,13,14,0.0,1,0,1,350.0,5,333.0,683.0,1,2,0,904,0,904,1.0,0,1,1,1,4,0,0,1,1979.0,0.0,0.0,4,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3,57.0,8846,1,0,1,5,2,2,6,5,1996,1996,1,1,12,13,0.0,4,2,2,298.0,5,572.0,870.0,1,0,4,914,0,914,0.0,1,0,2,1,5,6,0,5,1998.0,2.0,576.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,102.0,11143,1,0,0,21,2,2,5,8,2004,2005,1,1,5,5,0.0,4,2,5,0.0,5,1580.0,1580.0,1,0,4,1580,886,2466,0.0,3,0,4,1,8,6,1,1,2004.0,2.0,610.0,4,4,159,214,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,88.0,11394,1,0,0,22,2,2,2,9,2010,2010,3,1,12,13,350.0,4,2,2,1445.0,5,411.0,1856.0,1,0,4,1856,0,1856,1.0,1,1,1,1,8,6,1,1,2010.0,3.0,834.0,4,4,113,0,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
3,60.0,8123,1,0,4,8,6,2,5,6,2000,2000,1,1,12,13,16.0,4,2,5,0.0,5,982.0,982.0,1,0,4,1007,793,1800,0.0,2,1,3,1,7,6,1,1,2000.0,2.0,463.0,4,4,100,63,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,50.0,5000,1,0,4,18,2,2,0,5,1924,1950,1,1,3,14,0.0,4,0,3,218.0,5,808.0,1026.0,1,4,4,1026,665,1691,0.0,2,0,3,1,6,6,1,5,1924.0,1.0,308.0,4,4,0,0,242,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1,60.0,7200,1,0,4,21,2,2,2,7,2006,2006,1,1,12,13,0.0,4,2,5,0.0,5,1293.0,1293.0,1,0,4,1301,0,1301,1.0,2,0,2,1,5,6,1,1,2006.0,2.0,572.0,4,4,216,121,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,79.0,9245,1,0,4,5,2,2,5,7,2006,2006,1,1,12,13,0.0,4,2,5,0.0,5,939.0,939.0,1,0,4,939,858,1797,0.0,2,1,3,1,8,6,0,1,2006.0,2.0,639.0,4,4,144,53,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,60.0,9000,1,0,0,20,2,2,1,6,1928,1950,1,1,13,14,0.0,4,0,5,0.0,5,784.0,784.0,1,4,0,784,0,784,0.0,1,0,2,1,5,6,0,5,1950.0,2.0,360.0,1,1,0,0,91,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
3,68.0,53107,1,0,0,4,1,2,5,6,1992,1992,1,1,6,6,0.0,4,2,2,985.0,5,595.0,1580.0,1,0,4,1079,874,1953,1.0,2,1,3,1,9,6,2,1,1992.0,2.0,501.0,4,4,216,231,0,8,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,43.0,3182,1,0,4,0,2,2,2,8,2004,2005,1,1,12,13,16.0,4,2,2,24.0,5,1232.0,1256.0,1,0,4,1269,0,1269,0.0,2,0,2,1,6,6,1,1,2004.0,2.0,430.0,4,4,146,20,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,58.0,8410,1,0,2,7,1,2,0,5,1910,1996,2,1,13,13,0.0,1,2,5,0.0,5,658.0,658.0,1,4,4,658,526,1184,0.0,1,0,5,1,8,6,0,1,1979.0,0.0,0.0,4,4,0,151,0,8,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
3,72.0,7200,1,0,4,7,2,2,7,6,1976,1976,3,1,8,8,255.0,4,1,0,631.0,5,410.0,1041.0,1,0,4,1125,0,1125,1.0,1,0,3,1,6,6,1,5,1977.0,1.0,352.0,4,4,296,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,93.0,9382,1,0,1,5,2,2,2,7,1999,2000,1,1,12,13,125.0,4,2,5,0.0,5,1468.0,1468.0,1,0,4,1479,0,1479,0.0,2,0,3,1,6,6,0,1,1999.0,2.0,577.0,4,4,120,25,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,96.0,12474,1,0,4,16,2,2,5,10,2007,2008,1,1,12,13,272.0,4,2,2,1280.0,5,402.0,1682.0,1,0,4,1742,590,2332,1.0,2,1,3,1,9,6,1,3,2008.0,3.0,846.0,4,4,196,134,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
3,50.0,8405,1,0,4,7,2,2,0,5,1900,1950,1,1,8,8,0.0,4,0,4,241.0,1,229.0,861.0,1,0,4,961,406,1367,1.0,1,0,4,1,7,6,0,5,1978.0,1.0,384.0,4,4,0,130,112,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,71.0,12209,1,0,1,11,2,2,5,6,2001,2002,1,1,12,13,0.0,4,2,0,690.0,5,114.0,804.0,1,0,4,804,1157,1961,1.0,2,1,3,1,7,6,1,3,2001.0,2.0,560.0,4,4,125,192,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,8339,1,0,4,12,2,2,2,5,1959,1959,1,1,8,8,0.0,4,3,5,0.0,5,0.0,0.0,1,4,4,882,0,882,0.0,1,0,3,1,5,6,0,1,1959.0,1.0,294.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,7446,1,0,0,3,1,2,2,4,1941,1950,1,1,14,15,0.0,4,1,4,266.0,5,522.0,788.0,1,4,0,788,0,788,0.0,1,0,2,1,4,6,2,1,1979.0,0.0,0.0,4,4,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,10134,1,0,4,17,2,2,0,5,1940,1950,1,1,8,8,0.0,4,1,5,0.0,5,735.0,735.0,1,2,0,735,299,1034,0.0,1,0,2,1,5,6,0,5,1940.0,1.0,240.0,4,4,0,39,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
